0 (0 - 9999):  rho_t = 0.011805,  held-out perplexity estimate = 	 588904.323058
1 (10000 - 19999):  rho_t = 0.011768,  held-out perplexity estimate = 	 511152.412377
2 (20000 - 29999):  rho_t = 0.011732,  held-out perplexity estimate = 	 409014.918553
3 (30000 - 39999):  rho_t = 0.011696,  held-out perplexity estimate = 	 325648.589851
4 (40000 - 49999):  rho_t = 0.011660,  held-out perplexity estimate = 	 283523.708263
5 (50000 - 59999):  rho_t = 0.011624,  held-out perplexity estimate = 	 276542.137338
6 (60000 - 69999):  rho_t = 0.011589,  held-out perplexity estimate = 	 233071.545227
7 (70000 - 79999):  rho_t = 0.011554,  held-out perplexity estimate = 	 238843.258336
8 (80000 - 89999):  rho_t = 0.011519,  held-out perplexity estimate = 	 220961.779263
9 (90000 - 99999):  rho_t = 0.011484,  held-out perplexity estimate = 	 249486.241075
10 (100000 - 109999):  rho_t = 0.011450,  held-out perplexity estimate = 	 232874.093549
11 (110000 - 119999):  rho_t = 0.011415,  held-out perplexity estimate = 	 168654.264440
12 (120000 - 129999):  rho_t = 0.011381,  held-out perplexity estimate = 	 171736.272301
13 (130000 - 139999):  rho_t = 0.011348,  held-out perplexity estimate = 	 174735.139019
14 (140000 - 149999):  rho_t = 0.011314,  held-out perplexity estimate = 	 153565.064997
15 (150000 - 159999):  rho_t = 0.011281,  held-out perplexity estimate = 	 160506.803738
16 (160000 - 169999):  rho_t = 0.011248,  held-out perplexity estimate = 	 155605.040509
17 (170000 - 179999):  rho_t = 0.011215,  held-out perplexity estimate = 	 135361.643500
18 (180000 - 189999):  rho_t = 0.011182,  held-out perplexity estimate = 	 142942.790551
19 (190000 - 199999):  rho_t = 0.011150,  held-out perplexity estimate = 	 138250.438247
20 (200000 - 209999):  rho_t = 0.011118,  held-out perplexity estimate = 	 133598.157439
21 (210000 - 219999):  rho_t = 0.011086,  held-out perplexity estimate = 	 125780.169551
22 (220000 - 229999):  rho_t = 0.011054,  held-out perplexity estimate = 	 123445.632467
23 (230000 - 239999):  rho_t = 0.011022,  held-out perplexity estimate = 	 131124.209805
24 (240000 - 249999):  rho_t = 0.010991,  held-out perplexity estimate = 	 123181.033501
25 (250000 - 259999):  rho_t = 0.010960,  held-out perplexity estimate = 	 126537.938589
26 (260000 - 269999):  rho_t = 0.010929,  held-out perplexity estimate = 	 109143.968643
27 (270000 - 279999):  rho_t = 0.010898,  held-out perplexity estimate = 	 108675.114475
28 (280000 - 289999):  rho_t = 0.010867,  held-out perplexity estimate = 	 104099.829580
29 (290000 - 299999):  rho_t = 0.010837,  held-out perplexity estimate = 	 108332.727171
30 (300000 - 309999):  rho_t = 0.010807,  held-out perplexity estimate = 	 103899.082433
31 (310000 - 319999):  rho_t = 0.010777,  held-out perplexity estimate = 	 102460.810853
 KL divergence = 6457.021450
